combo,mean_f1,std_f1
"('B10', 'B5', 'B6', 'B9')",0.6212844271573322,0.0035091958106781428
"('B10', 'B4', 'B7', 'B9')",0.6211137276655664,0.006866795809531521
"('B10', 'B5', 'B2', 'B8', 'B9')",0.6209853954686156,0.004490679799951625
"('B11', 'B4', 'B3', 'B9')",0.620804179621985,0.005496382429690802
"('B10', 'B11', 'B3', 'B9')",0.6207498368227862,0.0010074441443938941
"('B4', 'B3', 'B2', 'B6', 'B7')",0.620679220229952,0.002757599881363953
"('B11', 'B5', 'B3', 'B7', 'B8')",0.6204643012634886,0.001061286257227342
"('B11', 'B4', 'B2', 'B7')",0.6203905447897023,0.004665857279359988
"('B11', 'B4', 'B2', 'B9')",0.620360582366115,0.0030029665199385143
"('B11', 'B4', 'B2', 'B8')",0.6201368302308655,0.003873885495551062
"('B11', 'B2', 'B1', 'B6', 'B9')",0.6200835811183292,0.0017503939066462
"('B10', 'B5', 'B1', 'B8', 'B9')",0.6198510340371642,0.005247499076836456
"('B11', 'B4', 'B2', 'B6')",0.6198315471535295,0.0025163125224236882
"('B4', 'B3', 'B2', 'B6', 'B8')",0.6197278198628433,0.0027975082844744975
"('B11', 'B5', 'B3', 'B8', 'B9')",0.6196827384771065,0.0010072269718049585
"('B11', 'B5', 'B4', 'B7')",0.6195964647578168,0.0032476123164651943
"('B11', 'B4', 'B7', 'B9')",0.6193253391750652,0.005476945638545441
"('B11', 'B2', 'B6', 'B7', 'B9')",0.6192807405448909,0.0016392995864784573
"('B4', 'B3', 'B6', 'B8', 'B9')",0.6191808152819019,0.004336828424203181
"('B11', 'B4', 'B1', 'B7')",0.6190140007145727,0.0022490224955239407
"('B10', 'B11', 'B2', 'B8', 'B9')",0.6189528475297551,0.0017460435567527703
"('B11', 'B4', 'B3', 'B8')",0.6188267641365347,0.002860675321766377
"('B5', 'B2', 'B1', 'B6', 'B9')",0.618711953929483,0.0024114760271912723
"('B11', 'B4', 'B3', 'B7')",0.6186461120292512,0.0036520955928589405
"('B10', 'B5', 'B4', 'B3', 'B1')",0.6186145337315799,0.004651449500910286
"('B10', 'B4', 'B2', 'B8')",0.6184767527978795,0.003848301274529523
"('B10', 'B1', 'B6', 'B7', 'B9')",0.6183980352643232,0.0028471941539090265
"('B11', 'B2', 'B1', 'B7', 'B9')",0.618383245968333,0.00176738424228058
"('B10', 'B11', 'B3', 'B8')",0.6181952128318874,0.0019304436655673339
"('B10', 'B5', 'B2', 'B7', 'B8')",0.618168085277119,0.0022365070196610154
"('B11', 'B5', 'B6', 'B7', 'B8')",0.6181243742963748,0.001944925878921767
"('B5', 'B4', 'B3', 'B8', 'B9')",0.6178384250433648,0.004503996708100629
"('B11', 'B4', 'B1', 'B8')",0.6176429753351499,0.0016788954323880838
"('B4', 'B1', 'B6', 'B8', 'B9')",0.6175661474737545,0.003524155550295679
"('B10', 'B3', 'B1', 'B8', 'B9')",0.6173412224304661,0.0028302848538187086
"('B4', 'B3', 'B2', 'B7', 'B9')",0.6171068149375424,0.0046376180760851525
"('B5', 'B3', 'B1', 'B6', 'B9')",0.6168526753322318,0.00353863715156284
"('B10', 'B5', 'B3', 'B7')",0.6167221649522888,0.0027184431619942766
"('B10', 'B3', 'B1', 'B7', 'B8')",0.6166684600263735,0.0011622414501887665
"('B10', 'B11', 'B2', 'B7')",0.6164268646995451,0.0025307366740482833
"('B10', 'B3', 'B2', 'B6', 'B9')",0.6164267786322334,0.001338539889921036
"('B10', 'B5', 'B1', 'B7')",0.6159541861179623,0.0046598767450593175
"('B5', 'B4', 'B3', 'B7', 'B8')",0.6159140284228078,0.006763975422119289
"('B11', 'B4', 'B1', 'B9')",0.6159043138997468,0.0018644341167081695
"('B10', 'B2', 'B1', 'B7', 'B8')",0.6158727470480404,0.0022522464783953163
"('B10', 'B3', 'B2', 'B7', 'B9')",0.6158714744718143,0.0022552778582541643
"('B10', 'B11', 'B3', 'B6')",0.6155376035811929,0.0031013511025483544
"('B11', 'B5', 'B3', 'B6')",0.6152591126162835,0.0030163487262176054
"('B11', 'B5', 'B4', 'B8')",0.6150564462878673,0.004380144074540753
"('B4', 'B2', 'B6', 'B8', 'B9')",0.6150384095281831,0.00395275671686817
"('B5', 'B4', 'B6', 'B9')",0.6150251490519961,0.002928381838911209
"('B4', 'B3', 'B1', 'B7', 'B8')",0.6146881376071,0.004811237338782696
"('B5', 'B4', 'B3', 'B6')",0.6143611528604307,0.0043694221398621075
"('B10', 'B5', 'B3', 'B9')",0.6141080540549807,0.004084691887198637
"('B11', 'B5', 'B1', 'B7', 'B8')",0.6140327728177802,0.005283664025108424
"('B11', 'B4', 'B1', 'B6')",0.6140042747618949,0.0009546973997137283
"('B11', 'B5', 'B4', 'B9')",0.6138954914357414,0.0030069479230218415
"('B10', 'B5', 'B7', 'B8', 'B9')",0.613468450213635,0.00120430459806389
"('B10', 'B11', 'B4', 'B2', 'B1')",0.6130705407056424,0.0025548643513127333
"('B10', 'B11', 'B6', 'B7', 'B8')",0.6125332636484581,0.003004518765362065
"('B10', 'B2', 'B1', 'B8', 'B9')",0.6124876326611735,0.0024720015008111687
"('B4', 'B3', 'B1', 'B8', 'B9')",0.6123229763408876,0.003648907602188719
"('B11', 'B5', 'B3', 'B7')",0.612316793709303,0.0012988149761478936
"('B10', 'B11', 'B1', 'B7', 'B9')",0.6122933047168243,0.0034966426241336383
"('B10', 'B5', 'B6', 'B7', 'B8')",0.6122558092120401,0.00436558585301213
"('B10', 'B11', 'B2', 'B6')",0.6121486836868403,0.0034455925364880154
"('B4', 'B3', 'B6', 'B7', 'B8')",0.6121382837841179,0.00498478339190948
"('B10', 'B5', 'B3', 'B6')",0.6121348982638594,0.005195440646822543
"('B11', 'B5', 'B1', 'B8', 'B9')",0.612113757690021,0.003622994154175738
"('B11', 'B5', 'B2', 'B7', 'B8')",0.6121006677849349,0.0007245329132550172
"('B5', 'B4', 'B2', 'B8', 'B9')",0.6120568589479052,0.003019862717511638
"('B4', 'B2', 'B1', 'B7', 'B9')",0.6117403662895745,0.002085146804692588
"('B10', 'B5', 'B1', 'B9')",0.6116828883248552,0.0053392057735775975
"('B10', 'B11', 'B2', 'B9')",0.6116314796126074,0.0014862700190674438
"('B10', 'B4', 'B2', 'B6')",0.6114616442470561,0.003984105391099376
"('B11', 'B5', 'B2', 'B8', 'B9')",0.6111305708886037,0.0009513983871946006
"('B10', 'B4', 'B6', 'B7')",0.6108742748075149,0.004336983877089683
"('B11', 'B4', 'B6', 'B8')",0.6107207015296628,0.0038081937622608665
"('B11', 'B3', 'B2', 'B6', 'B9')",0.6106611984651038,0.002206527804603105
"('B11', 'B5', 'B7', 'B8', 'B9')",0.6104658836763924,0.0004066803798955717
"('B11', 'B3', 'B2', 'B7', 'B9')",0.6104008844177058,0.0023387813717048525
"('B10', 'B3', 'B6', 'B8', 'B9')",0.6099389629133661,0.0022981210426928503
"('B10', 'B5', 'B2', 'B7')",0.6097077155337445,0.0035267399940067876
"('B10', 'B11', 'B5', 'B4')",0.6095263339584269,0.0015454706228349377
"('B10', 'B5', 'B4', 'B2', 'B1')",0.6094051175847054,0.0038803382665361275
"('B5', 'B4', 'B2', 'B7', 'B8')",0.6091213816736888,0.004134441749010397
"('B10', 'B5', 'B1', 'B6')",0.6091160737971478,0.007290387863226659
"('B4', 'B3', 'B6', 'B9')",0.609069779009883,0.004777168334023689
"('B10', 'B4', 'B6', 'B8')",0.6086997468015788,0.0040051584561237846
"('B10', 'B5', 'B2', 'B6')",0.6085605299329077,0.005215536843906216
"('B5', 'B2', 'B6', 'B7', 'B9')",0.6085112577583079,0.0024388815795273948
"('B10', 'B11', 'B6', 'B8', 'B9')",0.6085014696246024,0.004011643115008524
"('B10', 'B5', 'B3', 'B8')",0.6084608439756513,0.003934062007471793
"('B5', 'B1', 'B6', 'B7', 'B9')",0.6084352566750448,0.0041239368996809
"('B10', 'B11', 'B2', 'B8')",0.6075483731545349,0.0021998601018657863
"('B10', 'B11', 'B6', 'B7')",0.6073621819536378,0.0021631080118385024
"('B4', 'B3', 'B7', 'B8', 'B9')",0.6073137225989117,0.005490635049385147
"('B10', 'B3', 'B1', 'B7')",0.6071721346691716,0.002359969698195779
"('B5', 'B4', 'B1', 'B7', 'B8')",0.6071610204841361,0.004286874223439128
"('B5', 'B3', 'B6', 'B7', 'B9')",0.6071283484487809,0.0034435401507997023
"('B10', 'B11', 'B4', 'B3')",0.607119798704498,0.0032612388021814186
"('B11', 'B5', 'B3', 'B9')",0.606968862771384,0.0008167846530802194
"('B11', 'B5', 'B2', 'B6')",0.606789093085816,0.0018544364680156177
"('B4', 'B6', 'B7', 'B8', 'B9')",0.6064547826126239,0.002908279271888419
"('B10', 'B2', 'B6', 'B8', 'B9')",0.6063776931072505,0.00235586023629432
"('B11', 'B5', 'B6', 'B7')",0.6062012254142168,0.0009328428073609983
"('B10', 'B3', 'B2', 'B6', 'B7')",0.6061643433263798,0.0031470182742179705
"('B5', 'B4', 'B7', 'B8', 'B9')",0.6060571212935012,0.005228921590641951
"('B5', 'B4', 'B2', 'B6')",0.6060056196689855,0.005371716277806946
"('B10', 'B5', 'B2', 'B9')",0.6059243742642347,0.002719858284611594
"('B11', 'B3', 'B1', 'B6', 'B8')",0.6058271398577251,0.0016480685517392857
"('B10', 'B3', 'B7', 'B8', 'B9')",0.6057850201645294,0.0007904890571145722
"('B5', 'B3', 'B2', 'B6', 'B9')",0.6057684152941261,0.0036741344071755024
"('B10', 'B5', 'B7', 'B9')",0.6056501013445527,0.0015341356803925403
"('B10', 'B3', 'B1', 'B9')",0.6055046314499345,0.0030300900472918784
"('B5', 'B4', 'B3', 'B7')",0.6053785211170065,0.006860826193220688
"('B4', 'B1', 'B6', 'B9')",0.6053166226068328,0.003906361227129207
"('B2', 'B1', 'B6', 'B7', 'B9')",0.6051410416398534,0.004355496587282654
"('B10', 'B11', 'B5', 'B2', 'B1')",0.6050782497237176,0.003179569600291178
"('B11', 'B5', 'B3', 'B8')",0.6050328648093148,0.0013156501761794428
"('B5', 'B4', 'B1', 'B8', 'B9')",0.6049896329835353,0.005395580155661371
"('B11', 'B4', 'B6', 'B7')",0.6049343291194927,0.0036532898941508338
"('B5', 'B4', 'B3', 'B9')",0.6049116292700786,0.0034866994990010807
"('B10', 'B11', 'B1', 'B7', 'B8')",0.604821730965576,0.004155969468998955
"('B10', 'B11', 'B5', 'B3', 'B1')",0.6047623280796973,0.0035249205083510505
"('B11', 'B3', 'B2', 'B1', 'B7')",0.6045260394639984,0.0021964749308315316
"('B5', 'B4', 'B6', 'B7', 'B8')",0.604406491489171,0.00462500619920536
"('B10', 'B3', 'B2', 'B6', 'B8')",0.6043898413782232,0.0018515138014387844
"('B11', 'B2', 'B1', 'B6', 'B7')",0.6043369990506751,0.0009486816291867376
"('B11', 'B3', 'B1', 'B6', 'B7')",0.6041124510670478,0.0016969694511549073
"('B11', 'B1', 'B6', 'B7', 'B9')",0.60408579211682,0.0028719513681304304
"('B4', 'B1', 'B6', 'B7', 'B8')",0.6040101444381826,0.005627048938854799
"('B4', 'B3', 'B2', 'B7', 'B8')",0.603961413268948,0.0038518371923933516
"('B5', 'B3', 'B1', 'B6', 'B7')",0.6038901265751613,0.0030753975079626304
"('B4', 'B3', 'B2', 'B8', 'B9')",0.6038263823383776,0.003702955919587643
"('B11', 'B5', 'B6', 'B8')",0.6037471259073437,0.0025551509447207603
"('B11', 'B2', 'B1', 'B6', 'B8')",0.6037170471933618,0.0006959153552884705
"('B4', 'B2', 'B6', 'B9')",0.6036828629417442,0.004927298757367769
"('B4', 'B2', 'B6', 'B7', 'B8')",0.6035802538379517,0.003383650069474086
"('B10', 'B2', 'B1', 'B7')",0.603469021670346,0.002807862558242496
"('B5', 'B2', 'B1', 'B7', 'B9')",0.6034553230582828,0.0032716078612269658
"('B11', 'B3', 'B6', 'B8', 'B9')",0.6031713295267735,0.0023864832823752543
"('B10', 'B5', 'B1', 'B8')",0.602897059821013,0.002660799177314988
"('B11', 'B3', 'B2', 'B1', 'B8')",0.6027421028500803,0.000912892717408159
"('B5', 'B4', 'B3', 'B8')",0.6026699969209769,0.0037683697610931166
"('B11', 'B3', 'B2', 'B1', 'B9')",0.602575679270513,0.0008401449068081457
"('B3', 'B1', 'B6', 'B7', 'B9')",0.6025281913911547,0.002622781701678696
"('B11', 'B5', 'B1', 'B6')",0.6023227102893306,0.0034704277350388253
"('B11', 'B3', 'B7', 'B8', 'B9')",0.6017319220293454,0.0015103537872575964
"('B10', 'B5', 'B2', 'B8')",0.6016064797322938,0.001415541267409657
"('B10', 'B5', 'B6', 'B7')",0.6014538174246592,0.003334889044987744
"('B11', 'B5', 'B1', 'B7')",0.6010874389281208,0.003991134385410397
"('B4', 'B3', 'B1', 'B9')",0.6009141973082857,0.0030669622725007983
"('B10', 'B2', 'B1', 'B9')",0.6008390892199443,0.003200856423826719
"('B11', 'B5', 'B7', 'B9')",0.6007658478339181,0.00209883976379631
"('B5', 'B3', 'B2', 'B1', 'B6')",0.6007548961417386,0.0039041173444604995
"('B5', 'B4', 'B1', 'B6')",0.6005984764243896,0.006606873068909211
"('B10', 'B2', 'B7', 'B8', 'B9')",0.6005707472077121,0.002313962676585176
"('B11', 'B5', 'B2', 'B7')",0.6003677819720935,0.002145103838208075
"('B10', 'B11', 'B6', 'B9')",0.6003259155635959,0.003536382446615375
"('B5', 'B2', 'B1', 'B6', 'B7')",0.6002907087358499,0.005330131204488242
"('B5', 'B3', 'B1', 'B6', 'B8')",0.6002095942803183,0.004560543628136516
"('B11', 'B3', 'B2', 'B1', 'B6')",0.6000861024060596,0.0019214155043105186
"('B5', 'B3', 'B2', 'B1', 'B7')",0.6000266972620071,0.003233488428208898
"('B5', 'B3', 'B2', 'B1', 'B9')",0.5997985736655906,0.0032594103330092173
"('B10', 'B3', 'B1', 'B8')",0.599720800521511,0.001906468776592033
"('B4', 'B3', 'B1', 'B8')",0.5995617755919223,0.004900200619197162
"('B10', 'B3', 'B6', 'B9')",0.59954762224673,0.002615658974923595
"('B5', 'B3', 'B1', 'B7', 'B9')",0.599490647837016,0.0040856949341864755
"('B10', 'B3', 'B6', 'B7', 'B8')",0.599470747800063,0.0033662842975133917
"('B10', 'B11', 'B5', 'B3', 'B2')",0.5993038714419051,0.00219209084042839
"('B5', 'B3', 'B6', 'B8', 'B9')",0.599100712484871,0.003220544906791735
"('B11', 'B5', 'B4', 'B3', 'B1')",0.5990291091581813,0.003449908572764661
"('B5', 'B4', 'B7', 'B9')",0.5983383425357336,0.005273823083753401
"('B4', 'B3', 'B6', 'B7')",0.5983191542079832,0.005669797398170057
"('B10', 'B11', 'B1', 'B8', 'B9')",0.5982392606272732,0.002754130125552497
"('B10', 'B5', 'B6', 'B8')",0.5981308695141604,0.0019244488335671234
"('B5', 'B4', 'B2', 'B9')",0.5980163293750557,0.001409539181816718
"('B10', 'B3', 'B7', 'B9')",0.5979470914908335,0.0019619578620702588
"('B4', 'B3', 'B1', 'B6')",0.59792943686536,0.004289555579860748
"('B10', 'B1', 'B6', 'B8', 'B9')",0.5978633521634812,0.003965076037036446
"('B10', 'B2', 'B1', 'B8')",0.5978131297934658,0.0031596921279894922
"('B5', 'B2', 'B6', 'B8', 'B9')",0.5976943680061438,0.0027210130591481616
"('B4', 'B3', 'B1', 'B7')",0.5975785696540289,0.005614780728075662
"('B10', 'B5', 'B4', 'B3', 'B2')",0.5975491037196492,0.0029884925624915704
"('B5', 'B3', 'B2', 'B1', 'B8')",0.5975010387059306,0.002670745339863535
"('B10', 'B2', 'B6', 'B7', 'B8')",0.5970153694381528,0.003803911997671411
"('B11', 'B5', 'B2', 'B9')",0.5964728467133948,0.0026257905433159216
"('B11', 'B5', 'B1', 'B9')",0.5961664210717723,0.004114492165983056
"('B4', 'B1', 'B7', 'B8', 'B9')",0.5960682038020974,0.0026441639897286464
"('B5', 'B2', 'B1', 'B6', 'B8')",0.5959714628710762,0.004183391635477952
"('B4', 'B3', 'B7', 'B9')",0.5958743381935191,0.004826659591072331
"('B10', 'B1', 'B6', 'B7', 'B8')",0.5958066534694446,0.0017084703978376052
"('B10', 'B3', 'B2', 'B7', 'B8')",0.5956969305685389,0.0012018149286277615
"('B5', 'B4', 'B2', 'B7')",0.5953887961937318,0.005880415408364751
"('B10', 'B11', 'B1', 'B7')",0.5952994657613679,0.002371042339271055
"('B10', 'B3', 'B2', 'B8', 'B9')",0.5952669042052269,0.0015103605661275581
"('B4', 'B6', 'B7', 'B9')",0.5949387063268311,0.003170746287507502
"('B4', 'B2', 'B1', 'B7', 'B8')",0.5947406713781143,0.002705959390506342
"('B4', 'B3', 'B6', 'B8')",0.5947300898462599,0.005360710861183831
"('B5', 'B4', 'B2', 'B8')",0.594165729156788,0.002884960284090798
"('B10', 'B2', 'B6', 'B9')",0.5940750920176193,0.0022791352787548606
"('B11', 'B2', 'B6', 'B8', 'B9')",0.5939990358831556,0.00272573243483125
"('B5', 'B4', 'B1', 'B7')",0.5936141847004205,0.005121218267161861
"('B10', 'B3', 'B1', 'B6')",0.5935113109429969,0.003579512758508646
"('B11', 'B3', 'B1', 'B8', 'B9')",0.59327245654534,0.0045354946875291475
"('B5', 'B1', 'B6', 'B8', 'B9')",0.5931490112424757,0.006426354371160123
"('B11', 'B2', 'B7', 'B8', 'B9')",0.5930844485878156,0.0022676885137677687
"('B11', 'B3', 'B7', 'B9')",0.5930105660586351,0.0008456055994673413
"('B10', 'B2', 'B1', 'B6')",0.5926263989029203,0.0037818225685099763
"('B5', 'B3', 'B2', 'B6', 'B8')",0.5925638245748128,0.004812066949246371
"('B4', 'B2', 'B7', 'B8', 'B9')",0.592334479630304,0.003969447464355261
"('B11', 'B3', 'B1', 'B7', 'B8')",0.592214174763066,0.0028718316451182713
"('B10', 'B4', 'B8', 'B9')",0.5921862778054988,0.005907510750278336
"('B5', 'B4', 'B1', 'B9')",0.592029719030259,0.004498242405724488
"('B10', 'B11', 'B1', 'B6')",0.5920147997086811,0.0031044521468908165
"('B11', 'B3', 'B6', 'B9')",0.5917092126334772,0.003087720499464059
"('B5', 'B4', 'B1', 'B8')",0.5915827725694661,0.004283187702809341
"('B10', 'B4', 'B7', 'B8')",0.5915300682210142,0.004029459932744886
"('B10', 'B11', 'B3', 'B2', 'B1')",0.5914487699946965,0.0018121110782756363
"('B11', 'B2', 'B1', 'B8', 'B9')",0.5913809583088344,0.0027907620827186575
"('B11', 'B5', 'B2', 'B8')",0.5913445833240601,0.0014236149224482431
"('B10', 'B2', 'B7', 'B9')",0.5908122181405644,0.001416803661977468
"('B5', 'B4', 'B6', 'B7')",0.5907895517848393,0.0034208749715935773
"('B4', 'B2', 'B1', 'B8', 'B9')",0.5905750997217901,0.001024515276648028
"('B11', 'B5', 'B1', 'B8')",0.590348645379804,0.004652419640303221
"('B11', 'B3', 'B2', 'B6', 'B8')",0.5902640807272287,0.0022523274705728994
"('B4', 'B3', 'B2', 'B9')",0.5902335593424594,0.00299062948086542
"('B11', 'B2', 'B1', 'B7', 'B8')",0.5901292203430724,0.0009667106948641043
"('B5', 'B4', 'B6', 'B8')",0.5899846413472482,0.003859864010734783
"('B10', 'B4', 'B3', 'B2', 'B1')",0.5899199900495092,0.0018085729390633818
"('B11', 'B5', 'B4', 'B2', 'B1')",0.589844006279766,0.002591060996968433
"('B4', 'B3', 'B2', 'B8')",0.5897413584501794,0.0038532344714205624
"('B5', 'B3', 'B2', 'B6', 'B7')",0.589504274312172,0.003272681248204152
"('B11', 'B4', 'B7', 'B8')",0.588808226032136,0.004237167619917553
"('B4', 'B2', 'B6', 'B7')",0.5887702240715186,0.005710563491902492
"('B10', 'B6', 'B7', 'B8', 'B9')",0.5884476005610947,0.002871352848897048
"('B4', 'B3', 'B2', 'B7')",0.5881036125185761,0.0037569555244865247
"('B4', 'B1', 'B6', 'B8')",0.5877989201115698,0.005843278000091066
"('B10', 'B11', 'B1', 'B9')",0.5876998985559725,0.003968237179338957
"('B5', 'B3', 'B2', 'B7', 'B9')",0.587598917522306,0.003611353678048994
"('B10', 'B11', 'B6', 'B8')",0.5875869490050625,0.0027637155964435776
"('B5', 'B3', 'B6', 'B9')",0.5874561943072527,0.003349403305169247
"('B10', 'B11', 'B4', 'B2')",0.5870768478365315,0.003693291130341677
"('B11', 'B3', 'B2', 'B6', 'B7')",0.5870405580862464,0.003431658560436317
"('B10', 'B3', 'B6', 'B7')",0.5867711385704334,0.0048476522986603795
"('B11', 'B2', 'B6', 'B9')",0.586625972790963,0.004642087509455387
"('B3', 'B2', 'B1', 'B6', 'B9')",0.5863831555831841,0.0019104500307404837
"('B11', 'B3', 'B6', 'B7', 'B8')",0.5863572673812407,0.0015129250158029616
"('B4', 'B1', 'B6', 'B7')",0.5857495883884721,0.006337027481936465
"('B11', 'B6', 'B7', 'B8', 'B9')",0.5857119105207896,0.0025354032742307526
"('B10', 'B5', 'B4', 'B1')",0.5856416383998905,0.0036416746085684696
"('B4', 'B1', 'B7', 'B9')",0.5855040444207801,0.0024738700077529432
"('B10', 'B11', 'B4', 'B1')",0.5852296368780877,0.00278409650434859
"('B5', 'B1', 'B6', 'B9')",0.5851357736978918,0.004367481381227409
"('B10', 'B11', 'B1', 'B8')",0.5850946221401621,0.002883659713775187
"('B10', 'B1', 'B6', 'B9')",0.5849498206491108,0.0046878734349899585
"('B4', 'B2', 'B6', 'B8')",0.5849363611301519,0.003981115464901808
"('B4', 'B3', 'B2', 'B6')",0.5846811749731768,0.003573227768273365
"('B5', 'B3', 'B6', 'B7', 'B8')",0.5845025822292271,0.004020978645187076
"('B10', 'B2', 'B6', 'B7')",0.584487274625494,0.002608528113364455
"('B5', 'B2', 'B6', 'B9')",0.5844081935265875,0.003277179502327177
"('B3', 'B2', 'B1', 'B7', 'B9')",0.5843988536061321,0.0011024274975387
"('B11', 'B4', 'B8', 'B9')",0.5841548444934014,0.0014668364408650576
"('B10', 'B1', 'B7', 'B8', 'B9')",0.5840883534671827,0.0031516708355982396
"('B11', 'B2', 'B7', 'B9')",0.5840800541068605,0.0025900591370189036
"('B5', 'B6', 'B7', 'B8', 'B9')",0.5838057719670219,0.002716939513282914
"('B5', 'B3', 'B1', 'B8', 'B9')",0.5835244728369574,0.005292302281627393
"('B10', 'B3', 'B2', 'B7')",0.5828769747578456,0.0011339045487441714
"('B10', 'B11', 'B7', 'B8', 'B9')",0.5819571864864914,0.0032949502789335265
"('B10', 'B5', 'B3', 'B2', 'B1')",0.5815916589065774,0.003111033482468953
"('B10', 'B1', 'B6', 'B7')",0.5814980804489575,0.005192701646458426
"('B10', 'B3', 'B6', 'B8')",0.5809907799234266,0.003490315437192873
"('B3', 'B2', 'B6', 'B7', 'B9')",0.5803510545410236,0.0005226660545989715
"('B10', 'B3', 'B2', 'B9')",0.5802926538300152,0.0013252697309216002
"('B5', 'B3', 'B1', 'B7', 'B8')",0.5800949819626272,0.0036500903047330946
"('B5', 'B2', 'B6', 'B7', 'B8')",0.5800703284691945,0.0015288851538438804
"('B4', 'B2', 'B7', 'B9')",0.5799053595711802,0.002753561900594157
"('B11', 'B2', 'B6', 'B7', 'B8')",0.5798260514268305,0.0019163988218981651
"('B5', 'B1', 'B6', 'B7', 'B8')",0.579643209433759,0.004038725492173646
"('B10', 'B6', 'B7', 'B9')",0.57959782674928,0.0009583280016550387
"('B11', 'B3', 'B1', 'B7')",0.5792967646499417,0.0033877750787668012
"('B4', 'B2', 'B1', 'B7')",0.5791291411425924,0.0033002179165436147
"('B11', 'B5', 'B4', 'B3', 'B2')",0.578871088224755,0.0021676086956626687
"('B5', 'B1', 'B7', 'B8', 'B9')",0.5786925594540634,0.004040049856724839
"('B4', 'B2', 'B1', 'B9')",0.5784473951595704,8.508535804153235e-05
"('B5', 'B2', 'B7', 'B8', 'B9')",0.5781562078039646,0.0022912052656352683
"('B10', 'B3', 'B2', 'B8')",0.5772376358918945,0.0007261702238680018
"('B11', 'B3', 'B2', 'B7', 'B8')",0.5769100301052831,0.0006338224634258406
"('B10', 'B1', 'B7', 'B9')",0.5769023094133982,0.003009477437759633
"('B3', 'B6', 'B7', 'B8', 'B9')",0.5768247074713941,0.0018156415374553309
"('B5', 'B2', 'B1', 'B7', 'B8')",0.5768225270592128,0.003990551305873396
"('B5', 'B2', 'B1', 'B8', 'B9')",0.576805619566863,0.003295304783920085
"('B11', 'B3', 'B1', 'B9')",0.5767394214546134,0.0033138596394974226
"('B11', 'B6', 'B7', 'B9')",0.5766820698639589,0.0006626071116016548
"('B5', 'B6', 'B7', 'B9')",0.5766445537959926,0.0035714687168656935
"('B10', 'B2', 'B6', 'B8')",0.5759243661171367,0.002870651274801477
"('B5', 'B3', 'B7', 'B8', 'B9')",0.5753492389152507,0.004306393676012976
"('B4', 'B2', 'B1', 'B8')",0.5751724209821522,0.0012694287826434643
"('B2', 'B6', 'B7', 'B8', 'B9')",0.5749757441501648,0.0023829521250945075
"('B2', 'B1', 'B6', 'B8', 'B9')",0.574401157335035,0.002939674361730544
"('B4', 'B3', 'B7', 'B8')",0.574332473416778,0.003607796065737713
"('B11', 'B3', 'B2', 'B8', 'B9')",0.5742249348338659,0.001751395103749312
"('B3', 'B1', 'B6', 'B8', 'B9')",0.5741485973004252,0.00302060006705056
"('B10', 'B5', 'B7', 'B8')",0.5740837893316898,0.0028373637661881722
"('B11', 'B3', 'B1', 'B8')",0.5739045158197401,0.0019541729218420447
"('B11', 'B2', 'B1', 'B7')",0.5738726176257111,0.0019921852955636786
"('B11', 'B1', 'B6', 'B8', 'B9')",0.5737282313464188,0.0033754921942523125
"('B11', 'B2', 'B1', 'B9')",0.5734999185394309,0.0025282048393116454
"('B10', 'B11', 'B5', 'B3')",0.573071881814358,0.00022321060546008176
"('B10', 'B11', 'B7', 'B9')",0.5730664040548944,0.005349969218154435
"('B11', 'B1', 'B7', 'B8', 'B9')",0.5730504931657657,0.0032406620897356842
"('B5', 'B3', 'B2', 'B8', 'B9')",0.5725190567238804,0.002890832154388792
"('B5', 'B3', 'B2', 'B7', 'B8')",0.5721200810688194,0.0039306071602504536
"('B11', 'B4', 'B3', 'B2', 'B1')",0.5719656676261872,0.000876983363621064
"('B4', 'B6', 'B8', 'B9')",0.5719498337034241,0.003458744975262445
"('B4', 'B2', 'B1', 'B6')",0.5718327621856473,0.0008511391769844339
"('B1', 'B6', 'B7', 'B8', 'B9')",0.5717614004907493,0.003854483200983943
"('B4', 'B3', 'B8', 'B9')",0.5715929515081926,0.004475387611240698
"('B11', 'B2', 'B1', 'B8')",0.5715732876040652,0.0017702256364830395
"('B10', 'B5', 'B4', 'B3')",0.571494633308926,0.003416110939154315
"('B11', 'B2', 'B1', 'B6')",0.5709253283221828,0.00016119247813953203
"('B3', 'B1', 'B7', 'B8', 'B9')",0.5708795740971736,0.0021945697821263645
"('B11', 'B3', 'B1', 'B6')",0.5707802485700053,0.002911167270909553
"('B10', 'B5', 'B8', 'B9')",0.570342304248124,0.0037937659487993895
"('B10', 'B4', 'B7')",0.569833312244948,0.00362916788638482
"('B5', 'B3', 'B1', 'B6')",0.5697966576783396,0.005897682474577462
"('B11', 'B5', 'B7', 'B8')",0.5697654654659922,0.0010704330011816318
"('B10', 'B3', 'B7', 'B8')",0.5695591666119522,0.0007200077890330912
"('B10', 'B4', 'B3', 'B1')",0.5693374150135021,0.0015450262955637017
"('B5', 'B3', 'B1', 'B9')",0.5686818476512913,0.004011918175196207
"('B5', 'B3', 'B6', 'B7')",0.5685593140194115,0.00596147502432765
"('B10', 'B4', 'B9')",0.5684921385155576,0.004764698286402247
"('B10', 'B11', 'B5', 'B1')",0.5684069282781166,0.0041378056723847334
"('B5', 'B3', 'B1', 'B7')",0.5682514711891138,0.003820316661857696
